Name,ShortName,StartDate,City,Country,ExternalUrl
2023 IEEE Virtual International Symposium on Technologies for Homeland Security,HST2023,2023-11-15T08:00:00Z,Virtual,Virtual,http://ieee-hst.org
8th ACM SIGSPATIAL Student Research Competition,srcacmsigspatial2023,2023-11-13T08:00:00Z,Hamburg,Germany,https://sigspatial2023.sigspatial.org/competition/
AMIA NLP Working Group Pre-symposium 2023,AMIANLPWG2023,2023-11-11T08:00:00Z,"New Orleans, LA",United States,https://pittnail.github.io/AMIANLP2023/
"FIRST SEMINAR ON ECOLOGY AND BIOTECHNOLOGY, IN MEDITERRANEAN  ATMOSPHERE CLIMATE",ISEBMCE2023,2023-11-14T08:00:00Z,SETIF,Algeria,https://fsnv.univ-setif.dz/ISEBMCE/
Wayamba Conference in Management - 2023,WAYACiM2023,2023-10-24T18:30:00Z,Kuliyapitiya,Sri Lanka,https://fbsf.wyb.ac.lk/wayacim/
2023 IEEE Asia Meeting on Environment and Electrical Engineering (EEE-AM),EEEAM2023,2023-11-13T08:00:00Z,Hanoi,Vietnam ,https://eeeam.net/eee-am-frontpage/eee-am-2023/
Mathematical Modeling and Simulation of Systems 2023,MODS2023,2023-11-13T08:00:00Z,Chernihiv,Ukraine,https://mods.stu.cn.ua/
5th Workshop on New Trends in Computational Intelligence and Applications,CIAPP2023,2023-11-15T08:00:00Z,"Mérida, Yucatán",México,https://ciapp.bi-level.org/2023/
UCSF Radiology Imaging Research Symposium 2023,UCSFIRS2023,2023-11-15T08:00:00Z,San Francisco,USA,https://radiology.ucsf.edu/research/meetings/imaging-research-symposium
11th Croatian Computer Vision Workshop (CCVW 2023),CCVW2023,2023-11-15T08:00:00Z,Zagreb,Croatia,https://www.fer.unizg.hr/crv/ccvw2023
2023 IACP Annual Conference,IACP2023,2023-10-23T05:00:00Z,Tianjin,China,http://www.china-planning.org/alpha/
DoMS Research Symposium ,IITMDRS2023,2023-11-14T18:30:00Z,Chennai,India,http://www.doms.iitm.ac.in
The 3rd Conference on Asian Inclusive Smart Cities in the Post Covid-19 Arena: Malaysia’s Perspectives on Inclusiveness Smart Cities,AISCconf2023,2023-11-13T16:00:00Z,Kuala Lumpur,Malaysia,https://conference.iium.edu.my/aisc23/
Asian Conference on Machine Learning 2023,ACML2023,2023-11-11T08:00:00Z,İstanbul,Turkey,https://www.acml-conf.org/2023
XVIII Workshop de Visão Computacional ,WVC2023,2023-11-13T08:00:00Z,São Paulo,Brasil,https://fei.edu.br/sites/wvc2023/
16th Workshop on Intelligent Learning Enviroments,WILE2023,2023-11-13T08:00:00Z,Merida,Mexico,https://wile.mozello.com/
XVI Workshop of Hybrid Intelligent Systems 2023,HIS2023,2023-11-13T06:00:00Z,"Mérida, Yucatán",Mexico,https://hisworkshop.com.mx
The 32nd Annual Newfoundland Electrical and Computer Engineering Conference,NECEC2023,2023-11-14T03:30:00Z,St. John's,Canada,https://necec.ieeenl.ca
Concurso de Teses e Dissertações do XVIII Workshop de Visão Computacional,CTDVC2023,2023-11-13T03:00:00Z,São Bernardo do Campo,Brazil,https://fei.edu.br/sites/wvc2023/
Smart Materials Conference,SMC2023,2023-11-11T08:00:00Z,Langkawi,Malaysia,http://www.ukm.my/pm-apsim
The 4th CSIG Chinese Conference on Media Forensics and Security,ChinaMFS2023,2023-11-10T08:00:00Z,Nanjing,China,https://conf.csig.org.cn/10361.html
The BioRED track BioCreative VIII Challenge and Workshop,BioRED2023,2023-11-11T05:00:00Z,New Orleans,USA,https://biocreative.bioinformatics.udel.edu/tasks/biocreative-viii/track-1/
2023 MEDICAL TECHNOLOGIES CONGRESS ,TIPTEKNO2023,2023-11-09T21:00:00Z,Gazi Magusa,Turkish Republic of North Cyprus,https://tiptekno.net/2023/
2023 International Conference on Electric Vehicle and Vehicle Engineering,CEVVE2023,2023-11-09T16:00:00Z,Shenzhen,China,http://www.cevve.org
2023 4th International Conference on New Energy Research and Applications,ICNERA2023,2023-11-09T08:00:00Z,Singapore,Singapore,https://icnera.org/
Science Education for communities and territories,SCHEC2023,2023-09-11T08:00:00Z,Puerto Montt,Chile,http://www.schec.cl/congreso2023/
Coloquio Nacional de Estadística,CNE2023,2023-11-09T05:00:00Z,Medellin,Colombia,https://ciencias.medellin.unal.edu.co/eventos/coloquioestadistica/
III. International Istanbul Economics Research Conference,IIERC2023,2023-11-08T21:00:00Z,Istanbul,Turkey,https://iierc.istanbul.edu.tr/en/_
The 12th International Conference on Awareness Science and Technology,iCASTCYUT2023,2023-11-08T16:00:00Z,Taichung,Taiwan,https://icast-2023.github.io/index.html
14th International Conference on Business and Information 2023,ICBI2023,2023-11-09T08:00:00Z,Kelaniya,Sri Lanka,https://conf.kln.ac.lk/icbi/index.php
XXV Seminário Luso-Espanhol de Economia Empresarial,SLEEE2023,2023-11-08T08:00:00Z,Covilhã,Portugal,https://sleee2023.ubi.pt/
The Contribution of Mechanical Engineering in Energy Efficiency 2023,CMEEE2023,2023-11-08T08:00:00Z,Ploiesti,Romania,https://upg75.upg-ploiesti.ro/index.php/topics/cmeee/
International Conference on Applied Machine Learning and Data Analytics AMLDA 2023,AMLDA2023,2023-11-09T08:00:00Z,Lubeck,Germany,https://icamlda.org/pages2023/submission.html
11th International Conference in Software Engineering Research and Innovation - CONISOFT 2023,CONISOFT2023,2023-11-06T06:00:00Z,Guanajuato,Mexico,https://conisoft.org/2023/
"XIII UFABC Scientific Initiation Meeting, XVI UFABC Scientific Initiation Symposium and 18th USCS Scientific Initiation Congress",EICUFABC2023,2023-11-06T03:00:00Z,Santo André,Brasil,https://encontroic.eventos.ufabc.edu.br/
XVI Jornadas de Ingeniería Telemática (Telematics Engineering Conference),JITEL2023,2023-11-07T23:00:00Z,Barcelona,Spain,https://jitel2023.salleurl.edu/home
"Smart, Resilient & Sustainable Control and Information Systems 2023",SRSCIS2023,2023-11-07T22:00:00Z,Ploiesti,Romania,https://upg75.upg-ploiesti.ro/index.php/topics/srscis/
Renewable Versus Fossil Fuels. Global Energy Perspectives 2023,RVFFGEP2023,2023-11-07T22:00:00Z,Ploiesti,Romania,https://upg75.upg-ploiesti.ro/index.php/topics/rvffgep/
"5th International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency",SUMMA2023,2023-11-07T21:00:00Z,Lipetsk,Russia,https://summa.stu.lipetsk.ru/
Open University Research Sessions 2023,OURS2023,2023-11-08T18:30:00Z,Colombo,Sri Lanka,http://ours.ou.ac.lk
15th International Conference on Intelligent Human-Computer Interaction,IHCI2023,2023-11-07T18:30:00Z,Daegu,South Korea,http://micro.daegucvb.com/Main/?CID=780
International Conference On Experimental And Computational Mechanics In Engineering,ICECME2023,2023-11-08T17:00:00Z,Banda Aceh,Indonesia,https://cmt3.research.microsoft.com/ICECME2023/Submission
Australasian Computer Music Conference 2023,ACMC2023,2023-09-09T14:00:00Z,Parramatta/Sydney,Australia,https://www.une.edu.au/about-une/faculty-of-humanities-arts-social-sciences-and-education/hass/news-and-events/australasian-computer-music-conference-2023
"36th Conference on Graphics, Patterns and Images - Workshop of Works in Progress",SIBGRAPIWIP2023,2023-11-06T08:00:00Z,Rio Grande,Brazil,http://sibgrapi.c3.furg.br/tracks-wip.html
"36th Conference on Graphics, Patterns and Images - Workshop of Theses and Dissertations",SIBGRAPIWTD2023,2023-11-06T08:00:00Z,"Rio Grande, RS",Brazil,http://sibgrapi.c3.furg.br/
23rd ICTer International Conference,ICTer2023,2023-11-08T08:00:00Z,Colombo,Sri Lanka,https://www.icter.org/conference/
International Conference on Advanced Video and Signal-Based Surveillance,AVSS2023,2023-11-07T08:00:00Z,Daegu,S.Korea,http://avss2023.org
"SIBGRAPI 2023 - Conference on Graphics, Patterns and Images - Tutorials",SIBGRAPITUTORIALS2023,2023-11-06T08:00:00Z,Rio Grande,Brazil,http://sibgrapi.c3.furg.br/tracks-tutorials.html
"36th Conference on Graphics, Patterns and Images",SIBGRAPI2023,2023-11-06T08:00:00Z,Rio Grande,Brazil,http://sibgrapi.c3.furg.br/
Young Scientists' Conference on Multidisciplinary Research (YSCMR-2023),YSCMR2023,2023-11-09T08:00:00Z,Kandy,Sri Lanka,http://www.nifs.ac.lk/yscmr
Workshop on Securing the Social Sphere: AI and Cybersecurity Solutions,AICS2023,2023-11-06T08:00:00Z,Marrakesh,Morocco,https://sites.google.com/view/ai4sss/home
2nd International Workshop on Social Communication and Information Activity in Digital Humanities,SCIAconf2023,2023-11-09T08:00:00Z,Lviv,Ukraine,http://skid.lpnu.ua/?page_id=220
Seventh Workshop on Advances in Argumentation in Artificial Intelligence,AI32023,2023-11-06T08:00:00Z,Rome,Italy,https://sites.google.com/view/ai32023
2023 Academy of Latin American Business and Sustainability Studies ,ALBUS2023,2023-11-07T08:00:00Z,Santo Domingo,Dominican Republic,http://www.albus.lat
VI Seminars on Microelectronics in Paraná,SeMicroPR2023,2023-11-08T08:00:00Z,Curitiba,Brazil,http://eletrica.ufpr.br/microeletronica
SIBGRAPI 2023 - Workshop of Undergraduate Works (WUW),SIBGRAPIWUW2023,2023-11-06T03:00:00Z,Rio Grande,Brazil,http://sibgrapi.c3.furg.br/tracks-wuw.html
SIBGRAPI - Workshop of Industry Applications 2023,WIA2023,2023-11-06T03:00:00Z,Rio Grande,Brazil,http://sibgrapi.c3.furg.br/
The 24th International Society for Music Information Retrieval Conference,ISMIR2023,2023-11-05T00:00:00Z,Milan,Italy,https://ismir2023.ismir.net/
International Conference on Sustainable and Smart Engineering 2023,InCoSSE2023,2023-11-07T17:00:00Z,Jakarta,Indonesia,https://engineering.binus.ac.id/incosse
INTERNATIONAL JASIN MULTIMEDIA & COMPUTER SCIENCE INVENTION AND INNOVATION EXHIBITION,iJaMCSIIX2023,2023-06-15T08:00:00Z,Malacca,Malaysia,https://jamcsiix.uitm.edu.my/
Artificial Intelligence between Reality and Expectation and its Sharia Applications,AIRESA2023,2023-11-06T23:00:00Z,Bechar,Algeria,https://site.ium.edu.so/Prelude-to-the-conference
The World Energy Storage Conference 2023,WESC2023,2023-11-04T21:00:00Z,Bradford,USA,http://www.wesc-conference.org
International Conference on Intelligent Education and Intelligent Research 2023,IEIR2023,2023-11-05T08:00:00Z,Wuhan,China,https://www.ieir2023.org/
The first International Conference on Electrical Engineering and  Advanced Technologies,ICEEAT2023,2023-11-04T23:00:00Z,Batna,Algeria,https://iceeat.univ-batna2.dz/
18th IEEE International Conference on Emerging Technologies (ICET 2023),ICET2023,2023-11-05T19:00:00Z,Peshawar,Pakistan,http://www.icet.org.pk/2023
Programming and Computer Software - Special Issue 2023,PCS2023,2023-11-05T08:00:00Z,CDMX,Mexico,http://conisoft.org
"The 1st National Conference on Electronics, Electrical Engineering, Telecommunications, and Computer Vision",C3ETCV2023,2023-11-06T08:00:00Z,Boumerdès,Algeria,https://igee2.univ-boumerdes.dz/C3ETCV_23/index.html
2nd AIIA Workshop on Artificial Intelligence for Cultural Heritage,IAI4CH2023,2023-11-05T23:00:00Z,Rome,Italy,https://ai4ch.di.unito.it/
"The 1st International Conferences on Applied Engineering, Science, Technology and Innovation",AESTI2023,2023-08-31T17:00:00Z,Meulaboh,Indonesia,https://aesti.utu.ac.id/
2023 International Joint Conference on Civil and Marine Engineering,JCCME2023,2023-11-02T16:00:00Z,Dalian,China,http://www.jccme.org
Privacy-preserving surveillance system workshop at AVSS2023,PPSS2023,2023-11-05T15:00:00Z,Daegu,Republic of Korea,https://sites.google.com/g.postech.edu/ppss-avss23/home
History of Education Society 2023,HES2023,2023-11-01T08:00:00Z,Atlanta,USA,http://www.historyofeducation.org
The 13th International Conference on Computer Engineering and Networks,CENet2023,2023-11-03T08:00:00Z,Wuxi,China,https://www.tocenet.org/
2023 IEEE Silchar Subsection Conference (SILCON),IEEESILCON2023,2023-11-03T08:00:00Z,Silchar,India,http://ieeesilcon.org.in/
The Fourth International Conference on Power Data Science,ICPDS2023,2023-11-04T08:00:00Z,Shanghai,China,http://icpds.2023.dbw.org.cn/
3rd International Conference on Networking Systems of AI,INSAI2023,2023-11-04T08:00:00Z,Xi'an,China,http://insai2023.ainsai.org/
INTERNATIONAL CONFERENCE  ON  TECHNOLOGY MANAGEMENT AND SOCIETAL APPLICATIONS,ICTMSA2023,2023-11-04T08:00:00Z,Malle,Maldives,https://sites.google.com/dnares.in/tmsa/home?authuser=0
International Conference on Computational Intelligence,ICCI2023,2023-11-04T08:00:00Z,Delhi,India,https://scrs.in/conference/icci2023
6th International Congress on Critical Debates in Social Sciences,ICCDSS2023,2023-11-04T08:00:00Z,İzmir,Türkiye,https://iccdss.idu.edu.tr/
" 7th International Conference on Automation, Control Engineering & Computer Science (ACECS-2023)",ACECS2023,2023-11-02T23:00:00Z,Hammamet,Tunisia,https://conf-event.com/ACECS/ACECS.html
"Smart Industry, Technology and Environment",SITE2023,2023-11-02T23:00:00Z,Bizerte,Tunisia,https://site-conf.com/
International Conference on Innovative Technologies for Climate Change,INTECC2023,2023-11-02T23:00:00Z,Sousse,Tunisia,https://intecc.ardi.tn/
Conférence Internationale sur les Energies Vertes et le Traitement des Eaux (EVE-2023),EVE2023,2023-11-03T23:00:00Z,Sousse,Tunisia,https://www.conf-event.com/EVE.html
Conférence Internationale sur le Marketing Digital et le Management (MDM-2023),MDMconf2023,2023-11-03T23:00:00Z,Sousse,Tunisia,http://www.conf-event.com/MDM.html
2023 5th International Joint Conference on Clean Energy and Smart Grid,CCESG2023,2023-11-02T16:00:00Z,Nanning,China,http://www.ccesg.org
"3rd IEEE International Conference on Automation in Manufacturing, Transportation and Logistics",iCaMaL2023,2023-11-02T16:00:00Z,Wuhan,China,https://stle.whut.edu.cn/iCaMaL2023/
2023 8th IEEE International Conference on Network Intelligence and Digital Content,ICNIDC2023,2023-11-02T16:00:00Z,Beijing,China,http://nidc2023.bupt.edu.cn/
The Tenth International Symposium on Integrated Uncertainty in Knowledge Modelling and Decision Making ,IUKM2023,2023-11-02T08:00:00Z,Kanazawa,Japan,https://www.jaist.ac.jp/IUKM/IUKM2023/
Research Congress of the Postgraduate Institute of Science 2023,RESCON2023,2023-11-03T08:00:00Z,Peradeniya,Sri Lanka,http://www.pgis.pdn.ac.lk/rescon2023/
International Conference on Machine Learning in Signal Processing and Control Systems,ICMLSPCS2023,2023-11-02T08:00:00Z,Hyderabad,India,https://fancy-manatee-bbf009.netlify.app/
53RD NSChE Conference and AGM Warri 2023,Warri2023,2023-11-02T08:00:00Z,Warri,Nigeria,https://nscheconference.com.ng/
International Interdisciplinary Humanitarian Conference For Sustainability,IIHC2023,2023-11-03T08:00:00Z,Bengaluru,India,https://svcengg.edu.in/iihc-2023/
5th International Workshop on Reading Music Systems,WoRMS2023,2023-11-04T08:00:00Z,Milan,Italy,https://sites.google.com/view/worms2023
"1st International Conference on Artificial Intelligence, Advanced Materials, and Mechatronics Systems",AIAMMS2023,2023-11-03T08:00:00Z,Jaipur,India,https://conference.jecrcuniversity.edu.in/aiamms23/index.html
IEEE Cloud Computing on Emerging Markets,IEEECCEM2023,2023-11-02T08:00:00Z,Bangalore,India,http://www.ieeeccem.org
Northeast Robotics Colloquium 2023,NERC2023,2023-11-04T08:00:00Z,New Haven,United States,http://yale2023.nerc.io/
The ISEL23 conference,LKE2023,2023-10-30T06:00:00Z,Pb,Kgst,
IV Congresso da Associação em Rede Internacional Lusófona de Investigação-Ação Colaborativa – ESTREIADIALOGOS,IVCongressoESTREIADIALOGOS2023,2023-11-02T00:00:00Z,Porto,Portugal,https://www.estreiadialogos.com/eventos
8. Ulusal Üstün Yeteneklilerin Eğitimi Kongresi,UYEK2023,2023-11-01T21:00:00Z,Ankara,Türkiye,https://uyek2023.gazi.edu.tr/
1st International Conference on Integration of computational Intelligent System 2023,ICICISconf2023,2023-10-31T18:30:00Z,Pune,India ,https://ieee-icicis.in
"International Conference on Computing, Communication and Intelligent Systems",ICCCIS2023,2023-11-02T18:30:00Z,Greater Noida,India,http://www.icccis.in
"7th International Conference on ""Computational Systems and Information Technology for Sustainable Solutions""",CSITSS2023,2023-11-01T18:30:00Z,Bangalore,India,https://csitss.ieee-rvce.org/
Chitkara University Doctoral Consortium (CUDC) - 2023,CUDC2023,2023-11-02T18:30:00Z,"Chitkara University, Rajpura, Punjab",India,https://chitkara.edu.in/cudc/
"International Conference on Data Science, Computation and Security",IDSCS2023,2023-11-02T18:30:00Z,Bangalore,India,http://www.tssrf.co.in/idscs23.html
International Conference Artificial Intelligence and Information Technologies,ICAIIT2023,2023-11-02T18:30:00Z,Uzbekistan,Uzbekistan,https://apaiit.samdu.uz/index.php
2023 8th International Conference on Environmental Engineering and Sustainable Development ,CEESD2023,2023-11-01T08:00:00Z,Matsue City,Japan,https://www.ceesd.net/
2023 8th International Conference on Water Pollution Control Engineering,WPCE2023,2023-11-01T08:00:00Z,Matsue City,Japan,https://www.wpce.org/
"International Conference on Advances in Sensors, Controls and Safety Networks 2023",ASCSN2023,2023-11-02T08:00:00Z,KARAIKAL,INDIA,https://sites.google.com/view/ascsn-2023
1st International Workshop on Multimodal and Responsible Affective Computing ,MRAC2023,2023-10-29T08:00:00Z,Ottawa,Canada,http://merchallenge.cn/workshop
3rd International Conference on Technological Advancements in Computational Sciences ,ICTACS2023,2023-11-01T08:00:00Z,Tashkent,Uzbekistan,http://amity.edu/ictacs2023/
ACM Multimedia 2023 Multimedia Grand Challenges Track,ACMMMGrandChallenge2023,2023-10-29T08:00:00Z,Ottawa,Canada,https://www.acmmm2023.org/grand-challenges-2/
3rd TU/e Research Topics on Data Mining Conference,TRTDMC2023,2023-10-30T08:00:00Z,Eindhoven,the Netherlands,https://wwwis.win.tue.nl/~wouter/trtdmc2023.html
Workshop on Engineering Applications 2023,WEA2023,2023-11-01T07:00:00Z,Cartagena,Colombia,https://ieee.udistrital.edu.co/wea2023
XIII Argentine Congress of Bioinformatics and Computational Biology and XIII International Conference of the Iberoamerican Society of Bioinformatics,ICB2CRosario2023,2023-11-01T03:00:00Z,Rosario,Argentina,http://2023.a2b2c.org.ar/
Future Technologies Conference 2023,FTC2023,2023-11-01T18:30:00Z,San Francisco,United States,https://saiconference.com/FTC
Australasian Database Conference 2023,ADC2023,2023-10-31T13:00:00Z,Melbourne,Australia,https://adc2023.github.io/
REACT: REsponsible Affective CompuTing,REACT2023,2023-10-29T08:00:00Z,"Ottawa, Ontario",Canada,https://react-ws.github.io/2023/
"2023 International Conference on Research Methodologies in Knowledge Management, Artificial Intelligence and Telecommunication Engineering",RMKMATE2023,2023-11-01T08:00:00Z,CHENNAI,INDIA,https://rmkec.ac.in/rmkmate2023/
ACM Multimedia 2023 Technical Demos and Videos Track,ACMMMDemosandVideos2023,2023-10-29T08:00:00Z,Ottawa,Canada,https://www.acmmm2023.org/
International Geomechanics Symposium 2023,IGS2023,2023-10-30T08:00:00Z,Al Khobar,Saudi Arabia,https://www.igsevent.org/
The 4th International Conference on Rural Socio-Economics Transformation,RUSET2023,2023-11-01T08:00:00Z,"Bogor, West Java",Indonesia,http://ruset.skpm.ipb.ac.id/
22nd Mediterranean Microwave Symposium,MMS2023,2023-10-30T08:00:00Z,Sousse,Tunisia,http://mms2023.org
Workshop de Engenharias Mecânica e Produção da UFABC,WEMP2023,2023-10-30T08:00:00Z,São Bernardo do Campo,Brazil,https://wem.eventos.ufabc.edu.br/
Advanced Communications and Machine Intelligence,MICA2023,2023-10-30T08:00:00Z,Warangal,India,https://mica.org.in/
CODD100  International Conference on Computing Sciences 2023,CODDICCS2023,2023-10-31T08:00:00Z,Phagwara,India,https://conferences.lpu.in/iccs/index.php
IEEE International Workshop on Mechatronic Systems Supervision,IWMSS2023,2023-04-30T22:00:00Z,Hammamet,Tunisia,https://iwmss2023.sciencesconf.org/
The 15th International Conference on Genetic and Evolutionary Computing,ICGEC2023,2023-10-05T22:00:00Z,Kaohsiung,Taiwan,http://bit.nkust.edu.tw/~icgec23/
1st International conference on Innovation for Sustainable Development,ISD2023,2023-10-28T21:00:00Z,Isa Town,Bahrain,https://isd.polytechnic.bh/
IX INTERNATIONAL SYMPOSIUM ON STATISTICS AND OPTIMIZATION,ISSO2023,2023-02-16T18:30:00Z,Aligarh,India,https://isso2023.com/
"International Conference on Artificial Intelligence, Machine Learning, and Intelligent Systems",ICAIMLIS2023,2023-10-29T18:30:00Z,Awantipora,India,http://iustsummit.com
International Conference on Computational Modeling in Science and Engineering ,ICCMSE2023,2023-10-27T18:30:00Z,Warangal,India,http://cms.nitw.ac.in/conference/iccmse2023/
International Conference on Drug Discovery and Translational Medicine 2023,ICDDTM2023,2023-01-31T16:00:00Z,Selangor,Malaysia,https://icddtm23.macr-cancer.org/
3rd International Medical Devices and Technology Conference (iMEDiTEC 2023),iMEDiTEC2023,2023-10-29T16:00:00Z,Kuala Lumpur,Malaysia,https://research.utm.my/imeditec/
7th International Conference on Electrical Engineering ,ICEE2023,2023-10-27T08:00:00Z,Antalya,Turkey,https://icee2023.org/
International Conference on Energy Transition and the Built Environment,CETRABE2023,2023-10-29T08:00:00Z,Constantine,Algeria,https://sites.google.com/univ-constantine3.dz/cetrabe-2023/welcome      
The Second Summit on Music Intelligence,SOMI2023,2023-10-27T16:00:00Z,Beijing,China,http://somi-ccom.com
"2023 Asia Conference on Statistics, Data Mining and Pattern Recognition (SDMPR 2023)",SDMPR2023,2023-10-27T08:00:00Z,Sanya,China,http://www.sdmpr.net/
"2023 Asia Conference on Mathematics, Data Science and Information System (MDSIS 2023)",MDSIS2023,2023-10-27T08:00:00Z,Sanya,China,http://www.mdsis.net/
"2023 Asia Conference on Communications, Signal Processing and Information Technology (CSPIT 2023)",CSPIT2023,2023-10-27T08:00:00Z,Singapore,Singapore,http://www.cspit.net/
"2023 Asia Conference on Big Data, Information and System Security (BDISS 2023)",BDISS2023,2023-10-27T08:00:00Z,Singapore,Singapore,http://www.bdiss.net/
Baylearn Machine Learning Symposium 2023,BAYLEARN2023,2023-10-19T08:00:00Z,Oakland,United States,https://baylearn-org.github.io/www/
"6th Intl. Conf. on Imaging, Vision and Pattern Recognition (IVPR) and 11th Intl. Conf on Informatics, Electronics & Vision (ICIEV)",IVPRICIEV2023,2023-10-26T08:00:00Z,London,UK,http://cennser.org/ICIEV/
International Conference on Additive Manufacturing and Nano-materials,ICAMN2023,2023-10-26T18:30:00Z,Goa,India,http://www.icamn2023.com
7th International Conference on Computer Applications in Electrical Engineering-Recent Advances ,CERA2023,2023-10-26T18:30:00Z,Roorkee,INDIA,https://cera23.iitr.ac.in/
"2023 International Conference on Industrial Automation, Robotics and Control Engineering",IARCE2023,2023-10-26T16:00:00Z,Chengdu,China,http://www.iarce.org
2023 International Symposium on Computer Science and Intelligent Control,ISCSIC2023,2023-10-26T16:00:00Z,Nanjing,China,http://www.iscsic.org
The 24th National Conference on Linguistics,NCL2023,2023-10-27T16:00:00Z,Taipei,Taiwan,https://sites.google.com/g.ntu.edu.tw/ncl2023ntu
AHIBS INTERNATIONAL ACTION CONFERENCE,AHIBSACT2023,2023-10-26T16:00:00Z,KUALA LUMPUR,MALAYSIA,https://business.utm.my/actconference/
Northeast Business and Economics Association Conference 2023,NBEA2023,2023-10-26T08:00:00Z,"Philadelphia, PA",USA,http://nbea.us/
2023 International SoC Design Conference (ISOCC),ISOCC2023,2023-10-25T08:00:00Z,Jeju,South Korea,http://www.isocc.org
Southwest Education Council for Journalism and Mass Communication,SWECJMC2023,2023-10-27T08:00:00Z,"Jonesboro, AR",United States,https://swecjmc.wp.txstate.edu/
Deep Learning based Multimedia Processing Applications,DLMPA2023,2023-10-05T08:00:00Z,Haikou,China,http://not avialble
International Conference on AI-ML Systems,AIMLSystems2023,2023-10-25T08:00:00Z,Bangalore,India,https://www.aimlsystems.org/2023/
9th International Conference on Engineering and Emerging Technologies (ICEET 2023),ICEET2023,2023-10-27T08:00:00Z,Istanbul,Turkey,http://www.iceet.net
11th International Congress on Curriculum & Instruction,EPOK11ICCI2023,2023-10-26T08:00:00Z,Aydın,Turkey,https://etkinlik.adu.edu.tr/icci-epok11/default.asp
"International Conference on Research, Enhancement and Advancement in Technology & Engineering and Management",iCreate2023,2023-10-28T08:00:00Z,Mumbai,India,http://icreateconference.in/ 
First International Workshop on Sustainable AI for Edge,SAI4E2023,2023-10-25T08:00:00Z,Bangalore,India,https://www.aimlsystems.org/2023/sai4e/
Give Wings to Knowledge 2023 - Lifelong Training and Education Communities,GWK2023,2023-10-26T23:00:00Z,Setúbal,Portugal,https://projetos.ese.ips.pt/cief2023
Sarajevo Innovations Festival 2023,SIFI2023,2023-10-27T22:00:00Z,Sarajevo,Bosnia & Herzegovina,http://www.sifi.ba
"3rd International Conference on Neuroscience, Neuroinformatics, Neurotechnology and Neuro-Psycho-Pharmacology",ICON4N2023,2023-10-25T21:00:00Z,Bucuresti,Romania,http://cpru.upb.ro/neuro3
5th International Conference on Information and Communication Technology for Development for Africa (2023),ICT4DA2023,2023-10-25T21:00:00Z,Bahir Dar,Ethiopia,https://ict4daconf.org/
International Necatibey Education and Social Sciences Research Congress,INESCR2023,2023-10-25T21:00:00Z,Balıkesir,Turkey,https://unesak.balikesir.edu.tr/
"2023 International Conference on New Frontiers in Communication, Automation, Management and Security (ICCAMS)",ICCAMS2023,2023-10-26T18:30:00Z,Bangalore,India,https://iccams-presidencyuniversity.netlify.app/index.html
NATIONAL ONLINE CONFERENCE “AI REVOLUTIONS-2023” on Exploring the Future of Artificial Intelligence ,AIREVOLUTIONS2023,2023-10-26T18:30:00Z,Mumbai,India,https://tacciai2023.my.canva.site/
The 2023 5th EAST INDONESIA CONFERENCE ON COMPUTER AND INFORMATION TECHNOLOGY (EIConCIT),EIConCIT2023,2023-10-25T17:00:00Z,"Badung, Bali",Indonesia,https://eiconcit.id
Asia-Pacific Management Accounting Association Annual Conference 2023,APMAA2023,2023-10-24T08:00:00Z,Xi'an,China,http://apmaa2023.meeting666.com/Papers.html
Formal Methods in Computer-Aided Design 2023,FMCAD2023,2023-10-23T08:00:00Z,"Ames, Iowa",USA,https://fmcad.org/FMCAD23/
11th International Conference on ENERGY and ENVIRONMENT 2023 (CIEM),CIEM2023,2023-10-26T08:00:00Z,Bucharest,Romania,http://ciem.upb.ro/2023/
2023 IEEE 7th International Conference on Methods and Systems of Navigation and Motion Control (MSNMC),MSNMC2023,2023-10-24T08:00:00Z,Kyiv,Ukraine,https://msnmc.ieee.org.ua/
"6th International Conference on Ambient Intelligence, Software Engineering and eHealth and mHealth 2023",AmITIC2023,2023-10-25T08:00:00Z,Cali,Colombia,https://redamitic.utp.ac.pa/amitic2023
2023 Symposium on Internet of Things,SIoT2023,2023-10-25T08:00:00Z,Sao Paulo,Brazil,https://iotbrasil.org.br/congresso/2023/
VI International Conference on Educational Innovation in Technical Careers,INDOTEC2023,2023-10-26T08:00:00Z,Granada,Spain,https://wpd.ugr.es/~indotec/
1st National Conference on Computing and Educational Innovation,CoNaCie2023,2023-10-25T07:00:00Z,Los Mochis,México,http://uas-ca295.com/conacie/
XV Encontro de Alunos(as) e Docentes do DCA,EADCA2023,2023-10-26T03:00:00Z,Campinas,Brazil,https://www.fee.unicamp.br/eadca/
7th International Congress on 3D Printing (Additive Manufacturing) Technologies and Digital Industry 2023 (HYBRID),3DPTC2023,2023-10-24T21:00:00Z,Istanbul,Turkiye,https://3dprintturkey.org/
INNOVATIVE TECHNOLOGIES IN ADVANCED COMPUTING,ITAC2023,2023-10-24T18:30:00Z,Chennai,India,https://www.bharathuniv.ac.in/itac2023.php
International Symposium on Fisheries and Aquatic Sciences,SOFAS2023,2023-10-24T08:00:00Z,Trabzon,Turkiye,https://www.sofas.gov.tr/
The Biennial International Peace Conference for 2023,BIPC2023,2023-10-24T08:00:00Z,Nairobi,Kenya,https://www.aiu.ac.ke/conference/
